PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_PROFILE;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_DEFAULTVALUE;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED 
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.1.7;Ensure That Microsoft Defender for Storage Is Set To 'On';2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 2;Manual;Turning on Microsoft Defender for Storage enables threat detection for Storage, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;Enabling Microsoft Defender for Storage allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).;Turning on Microsoft Defender for Storage incurs an additional cost per resource.;From Azure Portal 1. Go to Microsoft Defender for Cloud. 2. Select Environment Settings blade. 3. Click on the subscription name. 4. Select the Defender plans blade. 5. Set Status to On for Storage. 6. Select Save. From Azure CLI Ensure the output of the below command is Standard az security pricing create -n StorageAccounts --tier 'standard' From PowerShell Set-AzSecurityPricing -Name 'StorageAccounts' -PricingTier 'Standard';From Azure Portal 1. Go to Microsoft Defender for Cloud. 2. Select Environment Settings blade. 3. Click on the subscription name. 4. Select the Defender plans blade. 5. Ensure Status is set to On for Storage. From Azure CLI Ensure the output of the below command is Standard az security pricing show -n StorageAccounts From PowerShell Get-AzSecurityPricing -Name 'StorageAccounts' | Select-Object Name,PricingTier Ensure output for Name PricingTier is StorageAccounts Standard;;By default, Microsoft Defender plan is off.;https://docs.microsoft.com/en-us/azure/security-center/security-center-detection-capabilities:https://docs.microsoft.com/en-us/rest/api/securitycenter/pricings/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/pricings/update:https://docs.microsoft.com/en-us/powershell/module/az.security/get-azsecuritypricing:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-logging-threat-detection#lt-1-enable-threat-detection-capabilities;FAIL;Defender plan Defender for Storage Accounts from subscription Azure subscription 1 is set to OFF (pricing tier not standard).;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/providers/Microsoft.Security/pricings/StorageAccounts;Defender plan Storage Accounts;defender_ensure_defender_for_storage_is_on;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.2.1;Ensure That Microsoft Defender for IoT Hub Is Set To 'On';2. Microsoft Defender;2.2 Microsoft Defender for IoT;Level 2;Manual;Microsoft Defender for IoT acts as a central security hub for IoT devices within your organization.;IoT devices are very rarely patched and can be potential attack vectors for enterprise networks. Updating their network configuration to use a central security hub allows for detection of these breaches.;Enabling Microsoft Defender for IoT will incur additional charges dependent on the level of usage.;From Azure Portal 1. Go to IoT Hub. 2. Select a IoT Hub to validate. 3. Select Overview in Defender for IoT. 4. Click on Secure your IoT solution, and complete the onboarding.;From Azure Portal 1. Go to IoT Hub. 2. Select a IoT Hub to validate. 3. Select Overview in Defender for IoT. 4. The Threat prevention and Threat detection screen will appear, if Defender for IoT is Enabled.;There are additional configurations for Microsoft Defender for IoT that allow for types of deployments called hybrid or local. Both run on your physical infrastructure. These are complicated setups and are primarily outside of the scope of a purely Azure benchmark. Please see the references to consider these options for your organization.;By default, Microsoft Defender for IoT is not enabled.;https://azure.microsoft.com/en-us/services/iot-defender/#overview:https://docs.microsoft.com/en-us/azure/defender-for-iot/:https://azure.microsoft.com/en-us/pricing/details/iot-defender/:https://docs.microsoft.com/en-us/security/benchmark/azure/baselines/defender-for-iot-security-baseline:https://docs.microsoft.com/en-us/cli/azure/iot?view=azure-cli-latest:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-logging-threat-detection#lt-1-enable-threat-detection-capabilities:https://learn.microsoft.com/en-us/azure/defender-for-iot/device-builders/quickstart-onboard-iot-hub;FAIL;No IoT Security Solutions found in the subscription Azure subscription 1.;IoT Hub Defender;IoT Hub Defender;defender_ensure_iot_hub_defender_is_on;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.1.21;Ensure that Microsoft Defender for Cloud Apps integration with Microsoft Defender for Cloud is Selected;2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 2;Automated;This integration setting enables Microsoft Defender for Cloud Apps (formerly 'Microsoft Cloud App Security' or 'MCAS' - see additional info) to communicate with Microsoft Defender for Cloud.;EMicrosoft Defender for Cloud offers an additional layer of protection by using Azure Resource Manager events, which is considered to be the control plane for Azure. By analyzing the Azure Resource Manager records, Microsoft Defender for Cloud detects unusual or potentially harmful operations in the Azure subscription environment. Several of the preceding analytics are powered by Microsoft Defender for Cloud Apps. To benefit from these analytics, subscription must have a Cloud App Security license. Microsoft Defender for Cloud Apps works only with Standard Tier subscriptions.;Microsoft Defender for Cloud Apps works with Standard pricing tier Subscription. Choosing the Standard pricing tier of Microsoft Defender for Cloud incurs an additional cost per resource.;From Azure Portal 1. From Azure Home select the Portal Menu. 2. Select Microsoft Defender for Cloud. 3. Select Environment Settings blade. 4. Select the subscription. 5. Select Integrations. 6. Check Allow Microsoft Defender for Cloud Apps to access my data. 7. Select Save. From Azure CLI Use the below command to enable Standard pricing tier for Storage Accounts az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X PUT -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/<subscription_ID>/providers/Micros oft.Security/settings/MCAS?api-version=2021-06-01 -d@'input.json'' Where input.json contains the Request body json data as mentioned below. { 'id': '/subscriptions/<Your_Subscription_Id>/providers/Microsoft.Security/settings/ MCAS', 'kind': 'DataExportSetting', 'type': 'Microsoft.Security/settings', 'properties': { 'enabled': true } };From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Select Environment Settings blade 4. Click on the subscription name 5. Select the Integrations blade 6. Ensure setting Allow Microsoft Defender for Cloud Apps to access my data is selected. From Azure CLI Ensure the output of the below command is True az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X GET -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/<subscription_ID>/providers/Micros oft.Security/settings?api-version=2021-06-01' | jq '.|.value[] | select(.name=='MCAS')'|jq '.properties.enabled' From PowerShell Run the following series of commands to audit this configuration Get-AzAccount Set-AzContext -Subscription <subscription ID> Get-AzSecuritySetting | Select-Object name,enabled |where-object {$_.name -eq 'MCAS'} PowerShell Output - Non-Compliant Name Enabled ---- ------- MCAS False PowerShell Output - Compliant Name Enabled ---- ------- MCAS True;NOTE: 'Microsoft Defender for Cloud Apps' ('MDCA') is formerly known as 'Microsoft Cloud App Security' ('MCAS'). There are a number of places (e.g. Azure CLI) where the 'MCAS' acronym is still used within Azure.;With Cloud App Security license, these alerts are enabled by default.;https://docs.microsoft.com/en-in/azure/security-center/security-center-alerts-service-layer#azure-management-layer-azure-resource-manager-preview:https://docs.microsoft.com/en-us/rest/api/securitycenter/settings/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/settings/update:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-9-secure-user-access-to--existing-applications;PASS;Microsoft Defender for Cloud Apps is enabled for subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/providers/Microsoft.Security/settings/MCAS;MCAS;defender_ensure_mcas_is_enabled;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.1.20;Ensure 'Additional email addresses' is Configured with a Security Contact Email;2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 1;Automated;Enables emailing security alerts to the subscription owner or other designated security contact.;Enabling security alert emails ensures that security alert emails are received from Microsoft. This ensures that the right people are aware of any potential security issues and are able to mitigate the risk.;;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Click on Environment Settings 4. Click on the appropriate Management Group, Subscription, or Workspace 5. Click on Email notifications 6. Under Notification types, check the check box next to Notify about alerts with the following severity (or higher): and select High from the drop down menu 7. Click Save From Azure CLI Use the below command to set Send email notification for high severity alerts to On. az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X PUT -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/<$0>/providers/Microsoft.Security/ securityContacts/default1?api-version=2017-08-01-preview -d@'input.json'' Where input.json contains the data below, replacing validEmailAddress with a single email address or multiple comma-separated email addresses: { 'id': '/subscriptions/<Your_Subscription_Id>/providers/Microsoft.Security/securityC ontacts/default1', 'name': 'default1', 'type': 'Microsoft.Security/securityContacts', 'properties': { 'email': '<validEmailAddress>', 'alertNotifications': 'On', 'alertsToAdmins': 'On' } };From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Click on Environment Settings 4. Click on the appropriate Management Group, Subscription, or Workspace 5. Click on Email notifications 6. Ensure that the Notify about alerts with the following severity (or higher): setting is checked and set to High From Azure CLI Ensure the output of below command is set to true, enter your Subscription ID at the $0 between /subscriptions/<$0>/providers. az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X GET -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/$0/providers/Microsoft.Security/se curityContacts?api-version=2020-01-01-preview' | jq '.|.[] | select(.name=='default')'|jq '.properties.alertNotifications';Excluding any entries in the input.json properties block disables the specific setting by default. This recommendation has been updated to reflect recent changes to Microsoft REST APIs for getting and updating security contact information.;By default, Notify about alerts with the following severity (or higher): is set to High.;https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details:https://docs.microsoft.com/en-us/rest/api/securitycenter/securitycontacts/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/security-contacts:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-incident-response#ir-2-preparation--setup-incident-notification;FAIL;Notifiy alerts are not enabled for severity high in subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/providers/Microsoft.Security/securityContacts/default;;defender_ensure_notify_alerts_severity_is_high;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.1.18;Ensure That 'All users with the following roles' is set to 'Owner';2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 2;Automated;Enable security alert emails to subscription owners.;Enabling security alert emails to subscription owners ensures that they receive security alert emails from Microsoft. This ensures that they are aware of any potential security issues and can mitigate the risk in a timely fashion.;;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Click on Environment Settings 4. Click on the appropriate Management Group, Subscription, or Workspace 5. Click on Email notifications 6. In the drop down of the All users with the following roles field select Owner 7. Click Save From Azure CLI Use the below command to set Send email also to subscription owners to On. az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X PUT -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/$0/providers/Microsoft.Security/se curityContacts/default1?api-version=2017-08-01-preview -d@'input.json'' Where input.json contains the data below, replacing validEmailAddress with a single email address or multiple comma-separated email addresses: { 'id': '/subscriptions/<Your_Subscription_Id>/providers/Microsoft.Security/securityC ontacts/default1', 'name': 'default1', 'type': 'Microsoft.Security/securityContacts', 'properties': { 'email': '<validEmailAddress>', 'alertNotifications': 'On', 'alertsToAdmins': 'On', 'notificationsByRole': 'Owner' } };From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Then Environment Settings 4. Click on the appropriate Management Group, Subscription, or Workspace 5. Click on Email notifications 6. Ensure that All users with the following roles is set to Owner From Azure CLI Ensure the output of below command is set to true. az account get-access-token --query '{subscription:subscription,accessToken:accessToken}'' --out tsv | xargs -L1 bash -c 'curl -X GET -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/$0/providers/Microsoft.Security/se curityContacts?api-version=2020-01-01-preview' | jq '.|.value[] | select(.name=='default')'|jq '.properties.notificationsByRole';Excluding any entries in the input.json properties block disables the specific setting by default.;By default, Owner is selected;https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details:https://docs.microsoft.com/en-us/rest/api/securitycenter/securitycontacts/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/security-contacts:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-incident-response#ir-2-preparation--setup-incident-notification;FAIL;The Owner role is not notified for subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/providers/Microsoft.Security/securityContacts/default;;defender_ensure_notify_emails_to_owners;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;137ea479-0994-4597-b7f8-c87bc2c32218;global;2025-02-19 10:48:28.546737;2.1.22;Ensure that Microsoft Defender for Endpoint integration with Microsoft Defender for Cloud is selected;2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 2;Manual;This integration setting enables Microsoft Defender for Endpoint (formerly 'Advanced Threat Protection' or 'ATP' or 'WDATP' - see additional info) to communicate with Microsoft Defender for Cloud. IMPORTANT: When enabling integration between DfE & DfC it needs to be taken into account that this will have some side effects that may be undesirable. 1. For server 2019 & above if defender is installed (default for these server SKU's) this will trigger a deployment of the new unified agent and link to any of the extended configuration in the Defender portal. 2. If the new unified agent is required for server SKU's of Win 2016 or Linux and lower there is additional integration that needs to be switched on and agents need to be aligned.;Microsoft Defender for Endpoint integration brings comprehensive Endpoint Detection and Response (EDR) capabilities within Microsoft Defender for Cloud. This integration helps to spot abnormalities, as well as detect and respond to advanced attacks on endpoints monitored by Microsoft Defender for Cloud. MDE works only with Standard Tier subscriptions.;Microsoft Defender for Endpoint works with Standard pricing tier Subscription. Choosing the Standard pricing tier of Microsoft Defender for Cloud incurs an additional cost per resource.;From Azure Console 1. From Azure Home select the Portal Menu. 2. Go to Microsoft Defender for Cloud. 3. Select Environment Settings blade. 4. Select the subscription. 5. Select Integrations. 6. Check Allow Microsoft Defender for Endpoint to access my data. 7. Select Save. From Azure CLI Use the below command to enable Standard pricing tier for Storage Accounts az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X PUT -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/<subscriptionID>/providers/Microso ft.Security/settings/WDATP?api-version=2021-06-01 -d@'input.json'' Where input.json contains the Request body json data as mentioned below. { 'id': '/subscriptions/<Your_Subscription_Id>/providers/Microsoft.Security/settings/ WDATP', 'kind': 'DataExportSettings', 'type': 'Microsoft.Security/settings', 'properties': { 'enabled': true } };From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Select Environment Settings blade 4. Click on the subscription name 5. Select the Integrations blade  6. Ensure setting Allow Microsoft Defender for Endpoint to access my data is selected. From Azure CLI Ensure the output of the below command is True az account get-access-token --query '{subscription:subscription,accessToken:accessToken}' --out tsv | xargs -L1 bash -c 'curl -X GET -H 'Authorization: Bearer $1' -H 'Content-Type: application/json' https://management.azure.com/subscriptions/<subscriptionID>/providers/Microso ft.Security/settings?api-version=2021-06-01' | jq '.|.value[] | select(.name=='WDATP')'|jq '.properties.enabled' From PowerShell Run the following commands to login and audit this check Connect-AzAccount Set-AzContext -Subscription <subscriptionID> Get-AzSecuritySetting | Select-Object name,enabled |where-object {$_.name -eq 'WDATP'} PowerShell Output - Non-Compliant Name Enabled ---- ------- WDATP False PowerShell Output - Compliant Name Enabled ---- ------- WDATP True;IMPORTANT: When enabling integration between DfE & DfC it needs to be taken into account that this will have some side effects that may be undesirable. 1. For server 2019 & above if defender is installed (default for these server SKU's) this will trigger a deployment of the new unified agent and link to any of the extended configuration in the Defender portal. 2. If the new unified agent is required for server SKU's of Win 2016 or Linux and lower there is additional integration that needs to be switched on and agents need to be aligned. NOTE: 'Microsoft Defender for Endpoint (MDE)' was formerly known as 'Windows Defender Advanced Threat Protection (WDATP).' There are a number of places (e.g. Azure CLI) where the 'WDATP' acronym is still used within Azure.;;https://docs.microsoft.com/en-in/azure/defender-for-cloud/integration-defender-for-endpoint?tabs=windows:https://docs.microsoft.com/en-us/rest/api/securitycenter/settings/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/settings/update:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-endpoint-security#es-1-use-endpoint-detection-and-response-edr:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-endpoint-security#es-2-use-modern-anti-malware-software;PASS;Microsoft Defender for Endpoint integration is enabled for subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/providers/Microsoft.Security/settings/WDATP;WDATP;defender_ensure_wdatp_is_enabled;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;967482cc-92d7-439a-bcdc-79c7a2e35baa;global;2025-02-19 10:48:28.546737;1.19;Ensure that 'Users can create security groups in Azure portals, API or PowerShell' is set to 'No';1. Identity and Access Management;;Level 2;Manual;Restrict security group creation to administrators only.;When creating security groups is enabled, all users in the directory are allowed to create new security groups and add members to those groups. Unless a business requires this day-to-day delegation, security group creation should be restricted to administrators only.;Enabling this setting could create a number of requests that would need to be managed by an administrator.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Groups 4. Select General under Settings 5. Set Users can create security groups in Azure portals, API or PowerShell to No;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Groups 4. Select General under Settings 5. Ensure that Users can create security groups in Azure portals, API or PowerShell is set to No;;By default, Users can create security groups in Azure portals, API or PowerShell is set to Yes;https://docs.microsoft.com/en-us/azure/active-directory/active-directory-accessmanagement-self-service-group-management#making-a-group-available-for-end-user-self-service:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-2-define-enterprise-segmentation-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-5-automate-entitlement-management:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems;FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;967482cc-92d7-439a-bcdc-79c7a2e35baa;global;2025-02-19 10:48:28.546737;1.14;Ensure That 'Users Can Register Applications' Is Set to 'No';1. Identity and Access Management;;Level 1;Manual;Require administrators or appropriately delegated users to register third-party applications.;It is recommended to only allow an administrator to register custom-developed applications. This ensures that the application undergoes a formal security review and approval process prior to exposing Azure Active Directory data. Certain users like developers or other high-request users may also be delegated permissions to prevent them from waiting on an administrative user. Your organization should review your policies and decide your needs.;Enforcing this setting will create additional requests for approval that will need to be addressed by an administrator. If permissions are delegated, a user may approve a malevolent third party application, potentially giving it access to your data.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select User settings 5. Set Users can register applications to No From PowerShell Connect-MsolService Set-MsolCompanyInformation -UsersPermissionToCreateLOBAppsEnabled $False;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select User settings 5. Ensure that Users can register applications is set to No From PowerShell Connect-MsolService Get-MsolCompanyInformation | Select-Object UsersPermissionToCreateLOBAppsEnabled Command should return UsersPermissionToCreateLOBAppsEnabled with the value of False;;By default, Users can register applications is set to 'Yes'.;https://docs.microsoft.com/en-us/azure/active-directory/roles/delegate-app-roles#restrict-who-can-create-applications:https://docs.microsoft.com/en-us/azure/active-directory/develop/active-directory-how-applications-are-added#who-has-permission-to-add-applications-to-my-azure-ad-instance:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-1-define-asset-management-and-data-protection-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems:https://blogs.msdn.microsoft.com/exchangedev/2014/06/05/managing-user-consent-for-applications-using-office-365-apis/:https://nicksnettravels.builttoroam.com/post/2017/01/24/Admin-Consent-for-Permissions-in-Azure-Active-Directory.aspx:https://docs.microsoft.com/en-us/powershell/module/msonline/get-msolcompanyinformation?view=azureadps-1.0:https://docs.microsoft.com/en-us/powershell/module/msonline/set-msolcompanysettings?view=azureadps-1.0;FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;967482cc-92d7-439a-bcdc-79c7a2e35baa;global;2025-02-19 10:48:28.546737;1.3;Ensure that 'Users can create Azure AD Tenants' is set to 'No';1. Identity and Access Management;;Level 1;Automated;Require administrators or appropriately delegated users to create new tenants.;It is recommended to only allow an administrator to create new tenants. This prevent users from creating new Azure AD or Azure AD B2C tenants and ensures that only authorized users are able to do so.;Enforcing this setting will ensure that only authorized users are able to create new tenants.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select User settings 5. Set Users can create Azure AD Tenants to No;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select User settings 5. Ensure that Users can create Azure AD Tenants is set to No Please note that at this point of time, there is no Azure CLI or other API commands available to programmatically conduct security assessment for this recommendation.;;;https://learn.microsoft.com/en-us/azure/active-directory/fundamentals/users-default-permissions:https://learn.microsoft.com/en-us/azure/active-directory/roles/permissions-reference#tenant-creator;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_tenants;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;967482cc-92d7-439a-bcdc-79c7a2e35baa;global;2025-02-19 10:48:28.546737;1.16;Ensure that 'Guest invite restrictions' is set to 'Only users assigned to specific admin roles can invite guest users';1. Identity and Access Management;;Level 2;Manual;Restrict invitations to users with specific administrative roles only.;Restricting invitations to users with specific administrator roles ensures that only authorized accounts have access to cloud resources. This helps to maintain 'Need to Know' permissions and prevents inadvertent access to data. By default the setting Guest invite restrictions is set to Anyone in the organization can invite guest users including guests and non-admins. This would allow anyone within the organization to invite guests and non-admins to the tenant, posing a security risk.;With the option of Only users assigned to specific admin roles can invite guest users selected, users with specific admin roles will be in charge of sending invitations to the external users, requiring additional overhead by them to manage user accounts. This will mean coordinating with other departments as they are onboarding new users.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then External Identities 4. Select External collaboration settings 5. Under Guest invite settings, for Guest invite restrictions, ensure that Only users assigned to specific admin roles can invite guest users is selected;Audit: From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then External Identities 4. External collaboration settings 5. Under Guest invite settings, for Guest invite restrictions, ensure that that Only users assigned to specific admin roles can invite guest users is selected Note: This setting has 4 levels of restriction, which include: • Anyone in the organization can invite guest users including guests and non- admins (most inclusive), • Member users and users assigned to specific admin roles can invite guest users including guests with member permissions, • Only users assigned to specific admin roles can invite guest users, • No one in the organization can invite guest users including admins (most restrictive).;;By default, Guest invite restrictions is set to Anyone in the organization can invite guest users including guests and non-admins; https://docs.microsoft.com/en-us/azure/active-directory/active-directory-b2b-delegate-invitations:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-2-define-enterprise-segmentation-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-5-automate-entitlement-management;FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;Authorization Policy;entra_policy_guest_invite_only_for_admin_roles;False
